eid	id	rab	class	tails	hydrox	carbon	dbonds	rt	hydrsn1	carbsn1	dbonsn1	hydrsn2	carbsn2	dbonsn2	hydrsn3	carbsn3	dbonsn3	stereo	annot	frac_molar_2	group	sp	collection	depth
1C	PG 34:2_12.85 | 17:1/17:1	0.375476299	PG	2	NA	34	2	12.85	NA	17	1	NA	17	1	NA	NA	NA	TRUE	17:1/17:1	1.03642e-4	1bar	Ecoli	NA	1
1C	PG 35:1_15.90 | 16:0/19:1	9.215364912	PG	2	NA	35	1	15.9	NA	16	0	NA	19	1	NA	NA	NA	TRUE	16:0/19:1	0.002543697	1bar	Ecoli	NA	1
1C	PG 36:2_14.46 | 18:1/18:1	0.314774812	PG	2	NA	36	2	14.46	NA	18	1	NA	18	1	NA	NA	NA	TRUE	18:1/18:1	8.68866e-5	1bar	Ecoli	NA	1
1C	PG 36:2_15.33 | 17:1_19:1	2.041601865	PG	2	NA	36	2	15.33	NA	17	1	NA	19	1	NA	NA	NA	FALSE	17:1_19:1	5.63539e-4	1bar	Ecoli	NA	1
1C	PG 38:2_18.64 | 19:1/19:1	1.623696294	PG	2	NA	38	2	18.64	NA	19	1	NA	19	1	NA	NA	NA	TRUE	19:1/19:1	4.48185e-4	1bar	Ecoli	NA	1
1C	CL 63:1_28.82 | 14:0_16:0_16:0_17:1	1.847283596	CL	1	NA	63	1	28.82	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_17:1	5.09902e-4	1bar	Ecoli	NA	1
1C	CL 64:0_29.21 | 16:0_16:0_16:0_16:0	0.377959598	CL	1	NA	64	0	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_16:0	1.04327e-4	1bar	Ecoli	NA	1
1C	CL 64:1_28.94 | 14:0_16:0_16:0_18:1	0.022476303	CL	1	NA	64	1	28.94	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_18:1	6.20408e-6	1bar	Ecoli	NA	1
1C	CL 64:1_28.94 | 15:0_16:0_16:0_17:1	0.05694679	CL	1	NA	64	1	28.94	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_16:0_17:1	1.57189e-5	1bar	Ecoli	NA	1
1C	CL 64:1_28.94 | 16:0_16:0_16:0_16:1	0.035596479	CL	1	NA	64	1	28.94	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_16:1	9.82562e-6	1bar	Ecoli	NA	1
1C	CL 64:2_28.73 | 14:0_16:0_17:1_17:1	0.117866711	CL	1	NA	64	2	28.73	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_17:1	3.25345e-5	1bar	Ecoli	NA	1
1C	CL 64:3_28.89	0.037960731	CL	1	NA	64	3	28.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	64:03:00	1.04782e-5	1bar	Ecoli	NA	1
1C	CL 65:1_29.12 | 14:0_16:0_16:0_19:1	0.687681323	CL	1	NA	65	1	29.12	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_19:1	1.89819e-4	1bar	Ecoli	NA	1
1C	CL 65:1_29.12 | 16:0_16:0_16:0_17:1	1.878647395	CL	1	NA	65	1	29.12	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_17:1	5.18559e-4	1bar	Ecoli	NA	1
1C	CL 65:2_28.89 | 15:0_16:0_17:1_17:1	0.032196876	CL	1	NA	65	2	28.89	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_17:1_17:1	8.88723e-6	1bar	Ecoli	NA	1
1C	CL 65:2_28.89 | 16:0_16:0_16:1_17:1	0.149750485	CL	1	NA	65	2	28.89	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:1_17:1	4.13353e-5	1bar	Ecoli	NA	1
1C	CL 65:4_28.80	0.156351749	CL	1	NA	65	4	28.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	65:04:00	4.31574e-5	1bar	Ecoli	NA	1
1C	CL 66:2_29.03 | 14:0_16:0_17:1_19:1	0.153629837	CL	1	NA	66	2	29.03	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_19:1	4.24061e-5	1bar	Ecoli	NA	1
1C	CL 66:2_29.03 | 16:0_16:0_17:1_17:1	2.207874748	CL	1	NA	66	2	29.03	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_17:1	6.09435e-4	1bar	Ecoli	NA	1
1C	CL 67:1_29.46 | 16:0_16:0_16:0_19:1	0.607634693	CL	1	NA	67	1	29.46	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_19:1	1.67724e-4	1bar	Ecoli	NA	1
1C	CL 67:1_29.46 | 16:0_16:0_17:1_18:0	0.123647517	CL	1	NA	67	1	29.46	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_18:0	3.41302e-5	1bar	Ecoli	NA	1
1C	CL 67:2_29.21 | 15:0_16:0_17:1_19:1	0.041563963	CL	1	NA	67	2	29.21	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_17:1_19:1	1.14728e-5	1bar	Ecoli	NA	1
1C	CL 67:2_29.21 | 16:0_16:0_17:1_18:1	0.080501705	CL	1	NA	67	2	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_18:1	2.22207e-5	1bar	Ecoli	NA	1
1C	CL 67:3_28.96 | 16:0_17:1_17:1_17:1	0.069627705	CL	1	NA	67	3	28.96	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_17:1_17:1	1.92192e-5	1bar	Ecoli	NA	1
1C	CL 67:4_29.12	0.194162775	CL	1	NA	67	4	29.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	67:04:00	5.35943e-5	1bar	Ecoli	NA	1
1C	CL 68:2_29.35 | 16:0_16:0_17:1_19:1	1.79406978	CL	1	NA	68	2	29.35	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_19:1	4.95213e-4	1bar	Ecoli	NA	1
1C	CL 68:5_29.03	0.227757353	CL	1	NA	68	5	29.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	68:05:00	6.28674e-5	1bar	Ecoli	NA	1
1C	CL 69:3_29.28 | 16:0_17:1_17:1_19:1	0.515340817	CL	1	NA	69	3	29.28	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_17:1_19:1	1.42248e-4	1bar	Ecoli	NA	1
1C	CL 69:4_29.44	0.062439259	CL	1	NA	69	4	29.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	69:04:00	1.7235e-5	1bar	Ecoli	NA	1
1C	CL 70:2_29.71 | 16:0_16:0_19:1_19:1	0.447199615	CL	1	NA	70	2	29.71	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_19:1_19:1	1.2344e-4	1bar	Ecoli	NA	1
1C	CL 70:5_29.35	0.232903982	CL	1	NA	70	5	29.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	70:05:00	6.4288e-5	1bar	Ecoli	NA	1
1C	CL 71:3_29.62 | 16:0_17:1_19:1_19:1	0.474382534	CL	1	NA	71	3	29.62	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_19:1_19:1	1.30943e-4	1bar	Ecoli	NA	1
1C	CL 71:6_29.28	0.042241304	CL	1	NA	71	6	29.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	71:06:00	1.16598e-5	1bar	Ecoli	NA	1
1C	CL 72:5_29.71	0.046843303	CL	1	NA	72	5	29.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	72:05:00	1.29301e-5	1bar	Ecoli	NA	1
1C	CL 73:3_29.96 | 16:0_19:1_19:1_19:1	0.233796326	CL	1	NA	73	3	29.96	NA	16	0	NA	19	1	NA	NA	NA	FALSE	16:0_19:1_19:1_19:1	6.45343e-5	1bar	Ecoli	NA	1
250A	PE 28:0_11.58 | 14:0/14:0	6.589967713	PE	2	NA	28	0	11.58	NA	14	0	NA	14	0	NA	NA	NA	TRUE	14:0/14:0	0.001819014	250bar	Ecoli	NA	250
250A	PE 28:0_11.58 | 16:0/12:0	3.991967779	PE	2	NA	28	0	11.58	NA	16	0	NA	12	0	NA	NA	NA	TRUE	16:0/12:0	0.001101894	250bar	Ecoli	NA	250
250A	PE 29:0_12.53 | 15:0/14:0	1.39991583	PE	2	NA	29	0	12.53	NA	15	0	NA	14	0	NA	NA	NA	TRUE	15:0/14:0	3.86416e-4	250bar	Ecoli	NA	250
250A	PE 29:0_12.53 | 16:0/13:0	1.042457614	PE	2	NA	29	0	12.53	NA	16	0	NA	13	0	NA	NA	NA	TRUE	16:0/13:0	2.87747e-4	250bar	Ecoli	NA	250
250A	PE 29:1_11.25 | 12:0/17:1	0.269599611	PE	2	NA	29	1	11.25	NA	12	0	NA	17	1	NA	NA	NA	TRUE	12:0/17:1	7.4417e-5	250bar	Ecoli	NA	250
250A	PE 29:1_11.25 | 14:0_15:1	0.035082121	PE	2	NA	29	1	11.25	NA	14	0	NA	15	1	NA	NA	NA	FALSE	14:0_15:1	9.68364e-6	250bar	Ecoli	NA	250
250A	PE 30:0_13.67 | 16:0/14:0	109.9747252	PE	2	NA	30	0	13.67	NA	16	0	NA	14	0	NA	NA	NA	TRUE	16:0/14:0	0.030356081	250bar	Ecoli	NA	250
250A	PE 30:1_11.94 | 16:1/14:0	0.206698552	PE	2	NA	30	1	11.94	NA	16	1	NA	14	0	NA	NA	NA	TRUE	16:1/14:0	5.70545e-5	250bar	Ecoli	NA	250
250A	PE 30:1_12.22 | 16:0/14:1	4.352456699	PE	2	NA	30	1	12.22	NA	16	0	NA	14	1	NA	NA	NA	TRUE	16:0/14:1	0.001201399	250bar	Ecoli	NA	250
250A	PE 31:0_15.01 | 16:0/15:0	6.158097526	PE	2	NA	31	0	15.01	NA	16	0	NA	15	0	NA	NA	NA	TRUE	16:0/15:0	0.001699806	250bar	Ecoli	NA	250
250A	PE 31:1_13.18 | 14:0/17:1	6.498821148	PE	2	NA	31	1	13.18	NA	14	0	NA	17	1	NA	NA	NA	TRUE	14:0/17:1	0.001793855	250bar	Ecoli	NA	250
250A	PE 32:0_16.64 | 16:0/16:0	72.76239941	PE	2	NA	32	0	16.64	NA	16	0	NA	16	0	NA	NA	NA	TRUE	16:0/16:0	0.020084444	250bar	Ecoli	NA	250
250A	PE 32:1_14.36 | 15:0/17:1	5.108656172	PE	2	NA	32	1	14.36	NA	15	0	NA	17	1	NA	NA	NA	TRUE	15:0/17:1	0.001410131	250bar	Ecoli	NA	250
250A	PE 32:1_14.36 | 16:0/16:1	11.0919552	PE	2	NA	32	1	14.36	NA	16	0	NA	16	1	NA	NA	NA	TRUE	16:0/16:1	0.003061688	250bar	Ecoli	NA	250
250A	PE 33:0_18.55 | 16:0/17:0	1.002817874	PE	2	NA	33	0	18.55	NA	16	0	NA	17	0	NA	NA	NA	TRUE	16:0/17:0	2.76806e-4	250bar	Ecoli	NA	250
250A	PE 33:1_16.00 | 16:0/17:1	115.0076811	PE	2	NA	33	1	16	NA	16	0	NA	17	1	NA	NA	NA	TRUE	16:0/17:1	0.031745316	250bar	Ecoli	NA	250
250A	PE 33:2_13.89 | 16:1_17:1	0.210349661	PE	2	NA	33	2	13.89	NA	16	1	NA	17	1	NA	NA	NA	FALSE	16:1_17:1	5.80624e-5	250bar	Ecoli	NA	250
250A	PE 34:0_20.50 | 16:0/18:0	2.523628372	PE	2	NA	34	0	20.5	NA	16	0	NA	18	0	NA	NA	NA	TRUE	16:0/18:0	6.96592e-4	250bar	Ecoli	NA	250
250A	PE 34:1_17.17 | 16:0/18:1	3.516174962	PE	2	NA	34	1	17.17	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	9.70562e-4	250bar	Ecoli	NA	250
250A	PE 34:1_17.78 | 15:0/19:1	1.313788978	PE	2	NA	34	1	17.78	NA	15	0	NA	19	1	NA	NA	NA	TRUE	15:0/19:1	3.62642e-4	250bar	Ecoli	NA	250
250A	PE 34:1_17.78 | 16:0/18:1	2.021737091	PE	2	NA	34	1	17.78	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	5.58056e-4	250bar	Ecoli	NA	250
250A	PE 34:1_17.78 | 17:0/17:1	4.001513932	PE	2	NA	34	1	17.78	NA	17	0	NA	17	1	NA	NA	NA	TRUE	17:0/17:1	0.001104529	250bar	Ecoli	NA	250
250A	PE 34:2_14.58 | 18:1/16:1	0.468462736	PE	2	NA	34	2	14.58	NA	18	1	NA	16	1	NA	NA	NA	TRUE	18:1/16:1	1.29309e-4	250bar	Ecoli	NA	250
250A	PE 34:2_15.33 | 17:1/17:1	3.475364586	PE	2	NA	34	2	15.33	NA	17	1	NA	17	1	NA	NA	NA	TRUE	17:1/17:1	9.59297e-4	250bar	Ecoli	NA	250
250A	PE 35:1_19.58 | 16:0/19:1	56.76535603	PE	2	NA	35	1	19.58	NA	16	0	NA	19	1	NA	NA	NA	TRUE	16:0/19:1	0.015668816	250bar	Ecoli	NA	250
250A	PE 35:2_16.44 | 16:1_19:1	0.102724706	PE	2	NA	35	2	16.44	NA	16	1	NA	19	1	NA	NA	NA	FALSE	16:1_19:1	2.83549e-5	250bar	Ecoli	NA	250
250A	PE 35:2_16.44 | 18:1/17:1	0.29602342	PE	2	NA	35	2	16.44	NA	18	1	NA	17	1	NA	NA	NA	TRUE	18:1/17:1	8.17107e-5	250bar	Ecoli	NA	250
250A	PE 35:2_16.94 | 16:1_19:1	0.228112332	PE	2	NA	35	2	16.94	NA	16	1	NA	19	1	NA	NA	NA	FALSE	16:1_19:1	6.29653e-5	250bar	Ecoli	NA	250
250A	PE 35:2_16.94 | 18:1/17:1	0.178048069	PE	2	NA	35	2	16.94	NA	18	1	NA	17	1	NA	NA	NA	TRUE	18:1/17:1	4.91462e-5	250bar	Ecoli	NA	250
250A	PE 36:1_21.48 | 16:0_20:1	0.166339577	PE	2	NA	36	1	21.48	NA	16	0	NA	20	1	NA	NA	NA	FALSE	16:0_20:1	4.59143e-5	250bar	Ecoli	NA	250
250A	PE 36:1_21.48 | 17:0/19:1	0.980937394	PE	2	NA	36	1	21.48	NA	17	0	NA	19	1	NA	NA	NA	TRUE	17:0/19:1	2.70766e-4	250bar	Ecoli	NA	250
250A	PE 36:2_18.83 | 19:1/17:1	16.46868227	PE	2	NA	36	2	18.83	NA	19	1	NA	17	1	NA	NA	NA	TRUE	19:1/17:1	0.004545814	250bar	Ecoli	NA	250
250A	PE 37:1_23.32 | 18:0/19:1	1.133402897	PE	2	NA	37	1	23.32	NA	18	0	NA	19	1	NA	NA	NA	TRUE	18:0/19:1	3.12851e-4	250bar	Ecoli	NA	250
250A	PE 37:2_20.08 | 18:1/19:1	0.19958605	PE	2	NA	37	2	20.08	NA	18	1	NA	19	1	NA	NA	NA	TRUE	18:1/19:1	5.50913e-5	250bar	Ecoli	NA	250
250A	PE 37:2_20.78 | 17:1_20:1	0.015879866	PE	2	NA	37	2	20.78	NA	17	1	NA	20	1	NA	NA	NA	FALSE	17:1_20:1	4.38328e-6	250bar	Ecoli	NA	250
250A	PE 37:2_20.78 | 18:1/19:1	0.137186035	PE	2	NA	37	2	20.78	NA	18	1	NA	19	1	NA	NA	NA	TRUE	18:1/19:1	3.78672e-5	250bar	Ecoli	NA	250
250A	PE 38:2_22.46 | 19:1/19:1	9.721966201	PE	2	NA	38	2	22.46	NA	19	1	NA	19	1	NA	NA	NA	TRUE	19:1/19:1	0.002683533	250bar	Ecoli	NA	250
250A	PG 28:0_10.25 | 14:0/14:0	0.298831367	PG	2	NA	28	0	10.25	NA	14	0	NA	14	0	NA	NA	NA	TRUE	14:0/14:0	8.24858e-5	250bar	Ecoli	NA	250
250A	PG 28:0_10.25 | 16:0/12:0	0.216859733	PG	2	NA	28	0	10.25	NA	16	0	NA	12	0	NA	NA	NA	TRUE	16:0/12:0	5.98593e-5	250bar	Ecoli	NA	250
250A	PG 29:0_10.91 | 14:0_15:0	0.048731817	PG	2	NA	29	0	10.91	NA	14	0	NA	15	0	NA	NA	NA	FALSE	14:0_15:0	1.34513e-5	250bar	Ecoli	NA	250
250A	PG 29:0_10.91 | 16:0/13:0	0.035669093	PG	2	NA	29	0	10.91	NA	16	0	NA	13	0	NA	NA	NA	TRUE	16:0/13:0	9.84566e-6	250bar	Ecoli	NA	250
250A	PG 30:0_11.73 | 16:0/14:0	12.96378128	PG	2	NA	30	0	11.73	NA	16	0	NA	14	0	NA	NA	NA	TRUE	16:0/14:0	0.003578364	250bar	Ecoli	NA	250
250A	PG 30:1_10.66 | 16:0/14:1	0.174007116	PG	2	NA	30	1	10.66	NA	16	0	NA	14	1	NA	NA	NA	TRUE	16:0/14:1	4.80308e-5	250bar	Ecoli	NA	250
250A	PG 31:0_12.66 | 15:0_16:0	0.359411732	PG	2	NA	31	0	12.66	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0	9.92076e-5	250bar	Ecoli	NA	250
250A	PG 31:1_11.38 | 14:0/17:1	0.840068889	PG	2	NA	31	1	11.38	NA	14	0	NA	17	1	NA	NA	NA	TRUE	14:0/17:1	2.31882e-4	250bar	Ecoli	NA	250
250A	PG 32:0_13.77 | 16:0/16:0	8.026713209	PG	2	NA	32	0	13.77	NA	16	0	NA	16	0	NA	NA	NA	TRUE	16:0/16:0	0.002215596	250bar	Ecoli	NA	250
250A	PG 32:1_12.11 | 15:0/17:1	0.576808048	PG	2	NA	32	1	12.11	NA	15	0	NA	17	1	NA	NA	NA	TRUE	15:0/17:1	1.59215e-4	250bar	Ecoli	NA	250
250A	PG 32:1_12.11 | 16:0/16:1	2.882537448	PG	2	NA	32	1	12.11	NA	16	0	NA	16	1	NA	NA	NA	TRUE	16:0/16:1	7.9566e-4	250bar	Ecoli	NA	250
250A	PG 32:2_10.81	0.01210606	PG	2	NA	32	2	10.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	32:02:00	3.34161e-6	250bar	Ecoli	NA	250
250A	PG 33:0_15.11 | 16:0_17:0	0.082959111	PG	2	NA	33	0	15.11	NA	16	0	NA	17	0	NA	NA	NA	FALSE	16:0_17:0	2.2899e-5	250bar	Ecoli	NA	250
250A	PG 33:1_13.31 | 16:0/17:1	41.57785117	PG	2	NA	33	1	13.31	NA	16	0	NA	17	1	NA	NA	NA	TRUE	16:0/17:1	0.011476642	250bar	Ecoli	NA	250
250A	PG 34:0_16.75 | 16:0_18:0	0.194207068	PG	2	NA	34	0	16.75	NA	16	0	NA	18	0	NA	NA	NA	FALSE	16:0_18:0	5.36065e-5	250bar	Ecoli	NA	250
250A	PG 34:1_14.11 | 16:0/18:1	1.862027485	PG	2	NA	34	1	14.11	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	5.13971e-4	250bar	Ecoli	NA	250
250A	PG 34:1_14.53 | 15:0/19:1	0.234109115	PG	2	NA	34	1	14.53	NA	15	0	NA	19	1	NA	NA	NA	TRUE	15:0/19:1	6.46206e-5	250bar	Ecoli	NA	250
250A	PG 34:1_14.53 | 16:0/18:1	0.333261766	PG	2	NA	34	1	14.53	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	9.19895e-5	250bar	Ecoli	NA	250
250A	PG 34:1_14.53 | 17:0/17:1	0.590663051	PG	2	NA	34	1	14.53	NA	17	0	NA	17	1	NA	NA	NA	TRUE	17:0/17:1	1.63039e-4	250bar	Ecoli	NA	250
250A	PG 34:2_12.38 | 18:1/16:1	0.277764584	PG	2	NA	34	2	12.38	NA	18	1	NA	16	1	NA	NA	NA	TRUE	18:1/16:1	7.66707e-5	250bar	Ecoli	NA	250
250A	PG 34:2_12.85 | 17:1/17:1	0.772365755	PG	2	NA	34	2	12.85	NA	17	1	NA	17	1	NA	NA	NA	TRUE	17:1/17:1	2.13194e-4	250bar	Ecoli	NA	250
250A	PG 35:1_15.90 | 16:0/19:1	14.55531469	PG	2	NA	35	1	15.9	NA	16	0	NA	19	1	NA	NA	NA	TRUE	16:0/19:1	0.004017671	250bar	Ecoli	NA	250
250A	PG 35:1_15.90 | 18:0/17:1	0.159811457	PG	2	NA	35	1	15.9	NA	18	0	NA	17	1	NA	NA	NA	TRUE	18:0/17:1	4.41124e-5	250bar	Ecoli	NA	250
250A	PG 36:1_17.66 | 16:0/20:1	0.047922878	PG	2	NA	36	1	17.66	NA	16	0	NA	20	1	NA	NA	NA	TRUE	16:0/20:1	1.3228e-5	250bar	Ecoli	NA	250
250A	PG 36:1_17.66 | 17:0/19:1	0.251255785	PG	2	NA	36	1	17.66	NA	17	0	NA	19	1	NA	NA	NA	TRUE	17:0/19:1	6.93536e-5	250bar	Ecoli	NA	250
250A	PG 36:2_14.46 | 18:1/18:1	0.361592931	PG	2	NA	36	2	14.46	NA	18	1	NA	18	1	NA	NA	NA	TRUE	18:1/18:1	9.98097e-5	250bar	Ecoli	NA	250
250A	PG 36:2_15.33 | 17:1_19:1	5.287706518	PG	2	NA	36	2	15.33	NA	17	1	NA	19	1	NA	NA	NA	FALSE	17:1_19:1	0.001459554	250bar	Ecoli	NA	250
250A	PG 37:1_19.53 | 18:0/19:1	0.331040838	PG	2	NA	37	1	19.53	NA	18	0	NA	19	1	NA	NA	NA	TRUE	18:0/19:1	9.13765e-5	250bar	Ecoli	NA	250
250A	PG 38:2_18.64 | 19:1/19:1	5.117812865	PG	2	NA	38	2	18.64	NA	19	1	NA	19	1	NA	NA	NA	TRUE	19:1/19:1	0.001412659	250bar	Ecoli	NA	250
250A	CL 62:1_28.64 | 14:0_15:0_16:0_17:1	0.042594397	CL	1	NA	62	1	28.64	NA	14	0	NA	15	0	NA	NA	NA	FALSE	14:0_15:0_16:0_17:1	1.17572e-5	250bar	Ecoli	NA	250
250A	CL 62:1_28.64 | 14:0_16:0_16:0_16:1	0.08110353	CL	1	NA	62	1	28.64	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_16:1	2.23868e-5	250bar	Ecoli	NA	250
250A	CL 62:1_28.64 | 15:0_15:0_16:0_16:1	0.006600602	CL	1	NA	62	1	28.64	NA	15	0	NA	15	0	NA	NA	NA	FALSE	15:0_15:0_16:0_16:1	1.82195e-6	250bar	Ecoli	NA	250
250A	CL 62:3_28.55	0.076669579	CL	1	NA	62	3	28.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	62:03:00	2.11629e-5	250bar	Ecoli	NA	250
250A	CL 63:1_28.82 | 14:0_16:0_16:0_17:1	2.815580647	CL	1	NA	63	1	28.82	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_17:1	7.77179e-4	250bar	Ecoli	NA	250
250A	CL 63:2_28.57 | 14:1_16:0_16:0_17:1	0.062344829	CL	1	NA	63	2	28.57	NA	14	1	NA	16	0	NA	NA	NA	FALSE	14:1_16:0_16:0_17:1	1.72089e-5	250bar	Ecoli	NA	250
250A	CL 64:0_29.21 | 16:0_16:0_16:0_16:0	0.068610044	CL	1	NA	64	0	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_16:0	1.89383e-5	250bar	Ecoli	NA	250
250A	CL 64:1_28.94 | 14:0_16:0_16:0_18:1	0.027422753	CL	1	NA	64	1	28.94	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_18:1	7.56944e-6	250bar	Ecoli	NA	250
250A	CL 64:1_28.94 | 14:0_16:0_17:0_17:1	0.01931378	CL	1	NA	64	1	28.94	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:0_17:1	5.33114e-6	250bar	Ecoli	NA	250
250A	CL 64:1_28.94 | 15:0_16:0_16:0_17:1	0.066192401	CL	1	NA	64	1	28.94	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_16:0_17:1	1.82709e-5	250bar	Ecoli	NA	250
250A	CL 64:1_28.94 | 16:0_16:0_16:0_16:1	0.046232557	CL	1	NA	64	1	28.94	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_16:1	1.27615e-5	250bar	Ecoli	NA	250
250A	CL 64:2_28.73 | 14:0_16:0_17:1_17:1	0.145390667	CL	1	NA	64	2	28.73	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_17:1	4.01319e-5	250bar	Ecoli	NA	250
250A	CL 64:3_28.89	0.03680316	CL	1	NA	64	3	28.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	64:03:00	1.01587e-5	250bar	Ecoli	NA	250
250A	CL 65:1_29.12 | 14:0_16:0_16:0_19:1	0.76902815	CL	1	NA	65	1	29.12	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_19:1	2.12273e-4	250bar	Ecoli	NA	250
250A	CL 65:1_29.12 | 16:0_16:0_16:0_17:1	1.132138741	CL	1	NA	65	1	29.12	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_17:1	3.12502e-4	250bar	Ecoli	NA	250
250A	CL 65:2_28.89 | 15:0_16:0_17:1_17:1	0.060359692	CL	1	NA	65	2	28.89	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_17:1_17:1	1.6661e-5	250bar	Ecoli	NA	250
250A	CL 65:2_28.89 | 16:0_16:0_16:1_17:1	0.263330829	CL	1	NA	65	2	28.89	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:1_17:1	7.26866e-5	250bar	Ecoli	NA	250
250A	CL 65:4_28.80	0.230104394	CL	1	NA	65	4	28.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	65:04:00	6.35152e-5	250bar	Ecoli	NA	250
250A	CL 66:2_29.03 | 14:0_16:0_17:1_19:1	0.267703901	CL	1	NA	66	2	29.03	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_19:1	7.38937e-5	250bar	Ecoli	NA	250
250A	CL 66:2_29.03 | 16:0_16:0_17:1_17:1	1.604835568	CL	1	NA	66	2	29.03	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_17:1	4.42979e-4	250bar	Ecoli	NA	250
250A	CL 67:1_29.46 | 16:0_16:0_16:0_19:1	0.334458803	CL	1	NA	67	1	29.46	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_19:1	9.23199e-5	250bar	Ecoli	NA	250
250A	CL 67:2_29.21 | 15:0_16:0_17:1_19:1	0.037589287	CL	1	NA	67	2	29.21	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_17:1_19:1	1.03757e-5	250bar	Ecoli	NA	250
250A	CL 67:2_29.21 | 16:0_16:0_16:1_19:1	0.075165397	CL	1	NA	67	2	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:1_19:1	2.07477e-5	250bar	Ecoli	NA	250
250A	CL 67:2_29.21 | 16:0_16:0_17:1_18:1	0.084966832	CL	1	NA	67	2	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_18:1	2.34532e-5	250bar	Ecoli	NA	250
250A	CL 67:2_29.21 | 16:0_17:0_17:1_17:1	0.05255299	CL	1	NA	67	2	29.21	NA	16	0	NA	17	0	NA	NA	NA	FALSE	16:0_17:0_17:1_17:1	1.45061e-5	250bar	Ecoli	NA	250
