eid,id,rab,class,tails,hydrox,carbon,dbonds,rt,hydrsn1,carbsn1,dbonsn1,hydrsn2,carbsn2,dbonsn2,hydrsn3,carbsn3,dbonsn3,stereo,annot,frac_molar,group
250C,PE 32:1_14.36 | 15:0/17:1,4.474574665,PE,2,NA,32,1,14.36,NA,15,0,NA,17,1,NA,NA,NA,TRUE,15:0/17:1,0.166679106,250bar
1B,PE 32:1_14.36 | 16:0/16:1,12.81585621,PE,2,NA,32,1,14.36,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.204285735,1bar
1C,PE 32:1_14.36 | 16:0/16:1,13.79844982,PE,2,NA,32,1,14.36,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.219948353,1bar
250A,PE 32:1_14.36 | 16:0/16:1,11.0919552,PE,2,NA,32,1,14.36,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.17680662,250bar
250B,PE 32:1_14.36 | 16:0/16:1,10.7807055,PE,2,NA,32,1,14.36,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.171845276,250bar
250C,PE 32:1_14.36 | 16:0/16:1,14.24798734,PE,2,NA,32,1,14.36,NA,16,0,NA,16,1,NA,NA,NA,TRUE,16:0/16:1,0.227114016,250bar
1B,PE 33:0_18.55 | 16:0/17:0,1.483707082,PE,2,NA,33,0,18.55,NA,16,0,NA,17,0,NA,NA,NA,TRUE,16:0/17:0,0.252273666,1bar
1C,PE 33:0_18.55 | 16:0/17:0,1.361323448,PE,2,NA,33,0,18.55,NA,16,0,NA,17,0,NA,NA,NA,TRUE,16:0/17:0,0.231464864,1bar
250A,PE 33:0_18.55 | 16:0/17:0,1.002817874,PE,2,NA,33,0,18.55,NA,16,0,NA,17,0,NA,NA,NA,TRUE,16:0/17:0,0.170508414,250bar
250B,PE 33:0_18.55 | 16:0/17:0,1.185062006,PE,2,NA,33,0,18.55,NA,16,0,NA,17,0,NA,NA,NA,TRUE,16:0/17:0,0.201495255,250bar
250C,PE 33:0_18.55 | 16:0/17:0,0.848429103,PE,2,NA,33,0,18.55,NA,16,0,NA,17,0,NA,NA,NA,TRUE,16:0/17:0,0.144257801,250bar
1B,PE 33:1_16.00 | 16:0/17:1,135.4401563,PE,2,NA,33,1,16,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.187782204,1bar
1C,PE 33:1_16.00 | 16:0/17:1,208.3682047,PE,2,NA,33,1,16,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.288893942,1bar
250A,PE 33:1_16.00 | 16:0/17:1,115.0076811,PE,2,NA,33,1,16,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.159453418,250bar
250B,PE 33:1_16.00 | 16:0/17:1,126.3912435,PE,2,NA,33,1,16,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.175236258,250bar
250C,PE 33:1_16.00 | 16:0/17:1,136.0546532,PE,2,NA,33,1,16,NA,16,0,NA,17,1,NA,NA,NA,TRUE,16:0/17:1,0.188634178,250bar
1B,PE 33:2_13.89 | 16:1_17:1,0.233597649,PE,2,NA,33,2,13.89,NA,16,1,NA,17,1,NA,NA,NA,FALSE,16:1_17:1,0.219618432,1bar
1C,PE 33:2_13.89 | 16:1_17:1,0.222583226,PE,2,NA,33,2,13.89,NA,16,1,NA,17,1,NA,NA,NA,FALSE,16:1_17:1,0.209263147,1bar
250A,PE 33:2_13.89 | 16:1_17:1,0.210349661,PE,2,NA,33,2,13.89,NA,16,1,NA,17,1,NA,NA,NA,FALSE,16:1_17:1,0.197761677,250bar
250B,PE 33:2_13.89 | 16:1_17:1,0.184851358,PE,2,NA,33,2,13.89,NA,16,1,NA,17,1,NA,NA,NA,FALSE,16:1_17:1,0.173789273,250bar
250C,PE 33:2_13.89 | 16:1_17:1,0.212270399,PE,2,NA,33,2,13.89,NA,16,1,NA,17,1,NA,NA,NA,FALSE,16:1_17:1,0.199567472,250bar
1B,PE 34:0_20.50 | 16:0/18:0,3.1725559,PE,2,NA,34,0,20.5,NA,16,0,NA,18,0,NA,NA,NA,TRUE,16:0/18:0,0.223666434,1bar
1C,PE 34:0_20.50 | 16:0/18:0,3.270645558,PE,2,NA,34,0,20.5,NA,16,0,NA,18,0,NA,NA,NA,TRUE,16:0/18:0,0.230581793,1bar
250A,PE 34:0_20.50 | 16:0/18:0,2.523628372,PE,2,NA,34,0,20.5,NA,16,0,NA,18,0,NA,NA,NA,TRUE,16:0/18:0,0.177916789,250bar
250B,PE 34:0_20.50 | 16:0/18:0,3.064433775,PE,2,NA,34,0,20.5,NA,16,0,NA,18,0,NA,NA,NA,TRUE,16:0/18:0,0.216043782,250bar
250C,PE 34:0_20.50 | 16:0/18:0,2.15305474,PE,2,NA,34,0,20.5,NA,16,0,NA,18,0,NA,NA,NA,TRUE,16:0/18:0,0.151791203,250bar
1B,PE 34:1_17.17 | 16:0/18:1,12.68640691,PE,2,NA,34,1,17.17,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.323078162,1bar
1C,PE 34:1_17.17 | 16:0/18:1,14.92662659,PE,2,NA,34,1,17.17,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.380128677,1bar
250A,PE 34:1_17.17 | 16:0/18:1,3.516174962,PE,2,NA,34,1,17.17,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.089544609,250bar
250B,PE 34:1_17.17 | 16:0/18:1,3.681013418,PE,2,NA,34,1,17.17,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.093742464,250bar
250C,PE 34:1_17.17 | 16:0/18:1,4.45707755,PE,2,NA,34,1,17.17,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.113506088,250bar
1B,PE 34:1_17.78 | 15:0/19:1,2.128340068,PE,2,NA,34,1,17.78,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,0.29059216,1bar
1C,PE 34:1_17.78 | 15:0/19:1,1.197540545,PE,2,NA,34,1,17.78,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,0.163505776,1bar
250A,PE 34:1_17.78 | 15:0/19:1,1.313788978,PE,2,NA,34,1,17.78,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,0.179377714,250bar
250B,PE 34:1_17.78 | 15:0/19:1,1.238579856,PE,2,NA,34,1,17.78,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,0.169109063,250bar
250C,PE 34:1_17.78 | 15:0/19:1,1.445898835,PE,2,NA,34,1,17.78,NA,15,0,NA,19,1,NA,NA,NA,TRUE,15:0/19:1,0.197415287,250bar
1B,PE 34:1_17.78 | 16:0/18:1,2.892014571,PE,2,NA,34,1,17.78,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.263445944,1bar
1C,PE 34:1_17.78 | 16:0/18:1,1.984495489,PE,2,NA,34,1,17.78,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.18077616,1bar
250A,PE 34:1_17.78 | 16:0/18:1,2.021737091,PE,2,NA,34,1,17.78,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.184168656,250bar
250B,PE 34:1_17.78 | 16:0/18:1,1.981634453,PE,2,NA,34,1,17.78,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.180515536,250bar
250C,PE 34:1_17.78 | 16:0/18:1,2.097757779,PE,2,NA,34,1,17.78,NA,16,0,NA,18,1,NA,NA,NA,TRUE,16:0/18:1,0.191093705,250bar
1B,PE 34:1_17.78 | 17:0/17:1,1.956482294,PE,2,NA,34,1,17.78,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.108731707,1bar
1C,PE 34:1_17.78 | 17:0/17:1,3.698835247,PE,2,NA,34,1,17.78,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.205563154,1bar
250A,PE 34:1_17.78 | 17:0/17:1,4.001513932,PE,2,NA,34,1,17.78,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.222384554,250bar
250B,PE 34:1_17.78 | 17:0/17:1,4.176435937,PE,2,NA,34,1,17.78,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.232105862,250bar
250C,PE 34:1_17.78 | 17:0/17:1,4.160401054,PE,2,NA,34,1,17.78,NA,17,0,NA,17,1,NA,NA,NA,TRUE,17:0/17:1,0.231214722,250bar
1B,PE 34:2_14.58 | 18:1/16:1,0.719408819,PE,2,NA,34,2,14.58,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.237565139,1bar
1C,PE 34:2_14.58 | 18:1/16:1,0.61247163,PE,2,NA,34,2,14.58,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.202252049,1bar
250A,PE 34:2_14.58 | 18:1/16:1,0.468462736,PE,2,NA,34,2,14.58,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.154697041,250bar
250B,PE 34:2_14.58 | 18:1/16:1,0.479710598,PE,2,NA,34,2,14.58,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.15841134,250bar
250C,PE 34:2_14.58 | 18:1/16:1,0.748205419,PE,2,NA,34,2,14.58,NA,18,1,NA,16,1,NA,NA,NA,TRUE,18:1/16:1,0.247074431,250bar
1B,PE 34:2_15.33 | 17:1/17:1,5.883668031,PE,2,NA,34,2,15.33,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.259983235,1bar
1C,PE 34:2_15.33 | 17:1/17:1,6.083760256,PE,2,NA,34,2,15.33,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.268824764,1bar
250A,PE 34:2_15.33 | 17:1/17:1,3.475364586,PE,2,NA,34,2,15.33,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.153566877,250bar
250B,PE 34:2_15.33 | 17:1/17:1,3.505233425,PE,2,NA,34,2,15.33,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.1548867,250bar
250C,PE 34:2_15.33 | 17:1/17:1,3.682925397,PE,2,NA,34,2,15.33,NA,17,1,NA,17,1,NA,NA,NA,TRUE,17:1/17:1,0.162738423,250bar
1B,PE 35:1_19.58 | 16:0/19:1,82.11736841,PE,2,NA,35,1,19.58,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.229293424,1bar
1C,PE 35:1_19.58 | 16:0/19:1,102.8232722,PE,2,NA,35,1,19.58,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.287109787,1bar
250A,PE 35:1_19.58 | 16:0/19:1,56.76535603,PE,2,NA,35,1,19.58,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.158503896,250bar
250B,PE 35:1_19.58 | 16:0/19:1,58.69905688,PE,2,NA,35,1,19.58,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.163903301,250bar
250C,PE 35:1_19.58 | 16:0/19:1,57.72718985,PE,2,NA,35,1,19.58,NA,16,0,NA,19,1,NA,NA,NA,TRUE,16:0/19:1,0.161189591,250bar
1B,PE 35:2_16.44 | 16:1_19:1,0.151932551,PE,2,NA,35,2,16.44,NA,16,1,NA,19,1,NA,NA,NA,FALSE,16:1_19:1,0.267848897,1bar
1C,PE 35:2_16.44 | 16:1_19:1,0.136027352,PE,2,NA,35,2,16.44,NA,16,1,NA,19,1,NA,NA,NA,FALSE,16:1_19:1,0.239808888,1bar
250A,PE 35:2_16.44 | 16:1_19:1,0.102724706,PE,2,NA,35,2,16.44,NA,16,1,NA,19,1,NA,NA,NA,FALSE,16:1_19:1,0.181098118,250bar
250B,PE 35:2_16.44 | 16:1_19:1,0.096967071,PE,2,NA,35,2,16.44,NA,16,1,NA,19,1,NA,NA,NA,FALSE,16:1_19:1,0.170947718,250bar
250C,PE 35:2_16.44 | 16:1_19:1,0.07958064,PE,2,NA,35,2,16.44,NA,16,1,NA,19,1,NA,NA,NA,FALSE,16:1_19:1,0.140296379,250bar
1B,PE 35:2_16.44 | 18:1/17:1,0.601980149,PE,2,NA,35,2,16.44,NA,18,1,NA,17,1,NA,NA,NA,TRUE,18:1/17:1,0.270211328,1bar
1C,PE 35:2_16.44 | 18:1/17:1,0.783593838,PE,2,NA,35,2,16.44,NA,18,1,NA,17,1,NA,NA,NA,TRUE,18:1/17:1,0.351732416,1bar
250A,PE 35:2_16.44 | 18:1/17:1,0.29602342,PE,2,NA,35,2,16.44,NA,18,1,NA,17,1,NA,NA,NA,TRUE,18:1/17:1,0.132876278,250bar
250B,PE 35:2_16.44 | 18:1/17:1,0.25486516,PE,2,NA,35,2,16.44,NA,18,1,NA,17,1,NA,NA,NA,TRUE,18:1/17:1,0.114401536,250bar
250C,PE 35:2_16.44 | 18:1/17:1,0.291349834,PE,2,NA,35,2,16.44,NA,18,1,NA,17,1,NA,NA,NA,TRUE,18:1/17:1,0.130778442,250bar
1B,PE 35:2_16.94 | 16:1_19:1,0.181787445,PE,2,NA,35,2,16.94,NA,16,1,NA,19,1,NA,NA,NA,FALSE,16:1_19:1,0.168662123,1bar
1C,PE 35:2_16.94 | 16:1_19:1,0.174535159,PE,2,NA,35,2,16.94,NA,16,1,NA,19,1,NA,NA,NA,FALSE,16:1_19:1,0.161933463,1bar
250A,PE 35:2_16.94 | 16:1_19:1,0.228112332,PE,2,NA,35,2,16.94,NA,16,1,NA,19,1,NA,NA,NA,FALSE,16:1_19:1,0.211642284,250bar
250B,PE 35:2_16.94 | 16:1_19:1,0.2225384,PE,2,NA,35,2,16.94,NA,16,1,NA,19,1,NA,NA,NA,FALSE,16:1_19:1,0.206470799,250bar
250C,PE 35:2_16.94 | 16:1_19:1,0.270846876,PE,2,NA,35,2,16.94,NA,16,1,NA,19,1,NA,NA,NA,FALSE,16:1_19:1,0.251291332,250bar
1B,PE 35:2_16.94 | 18:1/17:1,0.193563958,PE,2,NA,35,2,16.94,NA,18,1,NA,17,1,NA,NA,NA,TRUE,18:1/17:1,0.210517028,1bar
1C,PE 35:2_16.94 | 18:1/17:1,0.177352691,PE,2,NA,35,2,16.94,NA,18,1,NA,17,1,NA,NA,NA,TRUE,18:1/17:1,0.192885917,1bar
250A,PE 35:2_16.94 | 18:1/17:1,0.178048069,PE,2,NA,35,2,16.94,NA,18,1,NA,17,1,NA,NA,NA,TRUE,18:1/17:1,0.193642198,250bar
250B,PE 35:2_16.94 | 18:1/17:1,0.159616258,PE,2,NA,35,2,16.94,NA,18,1,NA,17,1,NA,NA,NA,TRUE,18:1/17:1,0.173596059,250bar
250C,PE 35:2_16.94 | 18:1/17:1,0.210888388,PE,2,NA,35,2,16.94,NA,18,1,NA,17,1,NA,NA,NA,TRUE,18:1/17:1,0.229358798,250bar
1B,PE 36:1_21.48 | 16:0_20:1,0.228748949,PE,2,NA,36,1,21.48,NA,16,0,NA,20,1,NA,NA,NA,FALSE,16:0_20:1,0.249984956,1bar
1C,PE 36:1_21.48 | 16:0_20:1,0.186376102,PE,2,NA,36,1,21.48,NA,16,0,NA,20,1,NA,NA,NA,FALSE,16:0_20:1,0.203678408,1bar
250A,PE 36:1_21.48 | 16:0_20:1,0.166339577,PE,2,NA,36,1,21.48,NA,16,0,NA,20,1,NA,NA,NA,FALSE,16:0_20:1,0.181781783,250bar
250B,PE 36:1_21.48 | 16:0_20:1,0.182866133,PE,2,NA,36,1,21.48,NA,16,0,NA,20,1,NA,NA,NA,FALSE,16:0_20:1,0.199842589,250bar
250C,PE 36:1_21.48 | 16:0_20:1,0.1507201,PE,2,NA,36,1,21.48,NA,16,0,NA,20,1,NA,NA,NA,FALSE,16:0_20:1,0.164712264,250bar
1B,PE 36:1_21.48 | 17:0/19:1,1.548158685,PE,2,NA,36,1,21.48,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,0.263342737,1bar
1C,PE 36:1_21.48 | 17:0/19:1,1.341153288,PE,2,NA,36,1,21.48,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,0.228130993,1bar
250A,PE 36:1_21.48 | 17:0/19:1,0.980937394,PE,2,NA,36,1,21.48,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,0.166858049,250bar
250B,PE 36:1_21.48 | 17:0/19:1,1.085836622,PE,2,NA,36,1,21.48,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,0.184701472,250bar
250C,PE 36:1_21.48 | 17:0/19:1,0.922787684,PE,2,NA,36,1,21.48,NA,17,0,NA,19,1,NA,NA,NA,TRUE,17:0/19:1,0.156966748,250bar
1B,PE 36:2_18.83 | 19:1/17:1,26.50788092,PE,2,NA,36,2,18.83,NA,19,1,NA,17,1,NA,NA,NA,TRUE,19:1/17:1,0.252165995,1bar
1C,PE 36:2_18.83 | 19:1/17:1,28.38096082,PE,2,NA,36,2,18.83,NA,19,1,NA,17,1,NA,NA,NA,TRUE,19:1/17:1,0.269984358,1bar
250A,PE 36:2_18.83 | 19:1/17:1,16.46868227,PE,2,NA,36,2,18.83,NA,19,1,NA,17,1,NA,NA,NA,TRUE,19:1/17:1,0.156664415,250bar
250B,PE 36:2_18.83 | 19:1/17:1,16.57808384,PE,2,NA,36,2,18.83,NA,19,1,NA,17,1,NA,NA,NA,TRUE,19:1/17:1,0.157705137,250bar
250C,PE 36:2_18.83 | 19:1/17:1,17.18515183,PE,2,NA,36,2,18.83,NA,19,1,NA,17,1,NA,NA,NA,TRUE,19:1/17:1,0.163480095,250bar
1B,PE 37:1_23.32 | 18:0/19:1,1.696365889,PE,2,NA,37,1,23.32,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,0.25028053,1bar
1C,PE 37:1_23.32 | 18:0/19:1,1.595329005,PE,2,NA,37,1,23.32,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,0.235373626,1bar
250A,PE 37:1_23.32 | 18:0/19:1,1.133402897,PE,2,NA,37,1,23.32,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,0.1672214,250bar
250B,PE 37:1_23.32 | 18:0/19:1,1.246590029,PE,2,NA,37,1,23.32,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,0.183920943,250bar
250C,PE 37:1_23.32 | 18:0/19:1,1.106170156,PE,2,NA,37,1,23.32,NA,18,0,NA,19,1,NA,NA,NA,TRUE,18:0/19:1,0.163203502,250bar
1B,PE 37:2_20.08 | 18:1/19:1,0.656398916,PE,2,NA,37,2,20.08,NA,18,1,NA,19,1,NA,NA,NA,TRUE,18:1/19:1,0.367424525,1bar
1C,PE 37:2_20.08 | 18:1/19:1,0.617001451,PE,2,NA,37,2,20.08,NA,18,1,NA,19,1,NA,NA,NA,TRUE,18:1/19:1,0.34537148,1bar
250A,PE 37:2_20.08 | 18:1/19:1,0.19958605,PE,2,NA,37,2,20.08,NA,18,1,NA,19,1,NA,NA,NA,TRUE,18:1/19:1,0.111719882,250bar
250B,PE 37:2_20.08 | 18:1/19:1,0.15773059,PE,2,NA,37,2,20.08,NA,18,1,NA,19,1,NA,NA,NA,TRUE,18:1/19:1,0.088290955,250bar
250C,PE 37:2_20.08 | 18:1/19:1,0.155769392,PE,2,NA,37,2,20.08,NA,18,1,NA,19,1,NA,NA,NA,TRUE,18:1/19:1,0.087193159,250bar
1A,PE 37:2_20.78 | 18:1/19:1,0.675098198,PE,2,NA,37,2,20.78,NA,18,1,NA,19,1,NA,NA,NA,TRUE,18:1/19:1,0.636392529,1bar
1B,PE 37:2_20.78 | 18:1/19:1,0.248536199,PE,2,NA,37,2,20.78,NA,18,1,NA,19,1,NA,NA,NA,TRUE,18:1/19:1,0.234286776,1bar
250A,PE 37:2_20.78 | 18:1/19:1,0.137186035,PE,2,NA,37,2,20.78,NA,18,1,NA,19,1,NA,NA,NA,TRUE,18:1/19:1,0.129320695,250bar
1B,PE 38:2_22.46 | 19:1/19:1,13.10160333,PE,2,NA,38,2,22.46,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.233092765,1bar
1C,PE 38:2_22.46 | 19:1/19:1,13.25646736,PE,2,NA,38,2,22.46,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.235847976,1bar
250A,PE 38:2_22.46 | 19:1/19:1,9.721966201,PE,2,NA,38,2,22.46,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.172965088,250bar
250B,PE 38:2_22.46 | 19:1/19:1,10.31661294,PE,2,NA,38,2,22.46,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.183544546,250bar
250C,PE 38:2_22.46 | 19:1/19:1,9.81102937,PE,2,NA,38,2,22.46,NA,19,1,NA,19,1,NA,NA,NA,TRUE,19:1/19:1,0.174549626,250bar
1B,PG 28:0_10.25 | 14:0/14:0,0.095018009,PG,2,NA,28,0,10.25,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,0.082999852,1bar
1C,PG 28:0_10.25 | 14:0/14:0,0.061260954,PG,2,NA,28,0,10.25,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,0.053512488,1bar
250A,PG 28:0_10.25 | 14:0/14:0,0.298831367,PG,2,NA,28,0,10.25,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,0.261034297,250bar
250B,PG 28:0_10.25 | 14:0/14:0,0.353424664,PG,2,NA,28,0,10.25,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,0.308722473,250bar
250C,PG 28:0_10.25 | 14:0/14:0,0.33626234,PG,2,NA,28,0,10.25,NA,14,0,NA,14,0,NA,NA,NA,TRUE,14:0/14:0,0.29373089,250bar
1B,PG 28:0_10.25 | 16:0/12:0,0.032523212,PG,2,NA,28,0,10.25,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,0.051317913,1bar
1C,PG 28:0_10.25 | 16:0/12:0,0.019834857,PG,2,NA,28,0,10.25,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,0.031297139,1bar
250A,PG 28:0_10.25 | 16:0/12:0,0.216859733,PG,2,NA,28,0,10.25,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,0.342179886,250bar
250B,PG 28:0_10.25 | 16:0/12:0,0.176636108,PG,2,NA,28,0,10.25,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,0.278711602,250bar
250C,PG 28:0_10.25 | 16:0/12:0,0.187905529,PG,2,NA,28,0,10.25,NA,16,0,NA,12,0,NA,NA,NA,TRUE,16:0/12:0,0.296493461,250bar
250A,PG 29:0_10.91 | 14:0_15:0,0.048731817,PG,2,NA,29,0,10.91,NA,14,0,NA,15,0,NA,NA,NA,FALSE,14:0_15:0,0.309164305,250bar
250B,PG 29:0_10.91 | 14:0_15:0,0.060692321,PG,2,NA,29,0,10.91,NA,14,0,NA,15,0,NA,NA,NA,FALSE,14:0_15:0,0.385044117,250bar
250C,PG 29:0_10.91 | 14:0_15:0,0.048200193,PG,2,NA,29,0,10.91,NA,14,0,NA,15,0,NA,NA,NA,FALSE,14:0_15:0,0.305791578,250bar
250A,PG 29:0_10.91 | 16:0/13:0,0.035669093,PG,2,NA,29,0,10.91,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,0.375136761,250bar
250B,PG 29:0_10.91 | 16:0/13:0,0.040161431,PG,2,NA,29,0,10.91,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,0.4223833,250bar
250C,PG 29:0_10.91 | 16:0/13:0,0.019252381,PG,2,NA,29,0,10.91,NA,16,0,NA,13,0,NA,NA,NA,TRUE,16:0/13:0,0.20247994,250bar
1B,PG 30:0_11.73 | 16:0/14:0,5.717341407,PG,2,NA,30,0,11.73,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.110911988,1bar
1C,PG 30:0_11.73 | 16:0/14:0,5.146656746,PG,2,NA,30,0,11.73,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.099841148,1bar
250A,PG 30:0_11.73 | 16:0/14:0,12.96378128,PG,2,NA,30,0,11.73,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.2514873,250bar
250B,PG 30:0_11.73 | 16:0/14:0,15.2520731,PG,2,NA,30,0,11.73,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.295878386,250bar
250C,PG 30:0_11.73 | 16:0/14:0,12.46860061,PG,2,NA,30,0,11.73,NA,16,0,NA,14,0,NA,NA,NA,TRUE,16:0/14:0,0.241881179,250bar
1B,PG 30:1_10.66 | 16:0/14:1,0.046686647,PG,2,NA,30,1,10.66,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,0.081633545,1bar
250A,PG 30:1_10.66 | 16:0/14:1,0.174007116,PG,2,NA,30,1,10.66,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,0.304258688,250bar
250B,PG 30:1_10.66 | 16:0/14:1,0.18821005,PG,2,NA,30,1,10.66,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,0.329093109,250bar
250C,PG 30:1_10.66 | 16:0/14:1,0.163001356,PG,2,NA,30,1,10.66,NA,16,0,NA,14,1,NA,NA,NA,TRUE,16:0/14:1,0.285014658,250bar
1B,PG 31:0_12.66 | 15:0_16:0,0.199500741,PG,2,NA,31,0,12.66,NA,15,0,NA,16,0,NA,NA,NA,FALSE,15:0_16:0,0.128968494,1bar
1C,PG 31:0_12.66 | 15:0_16:0,0.189451656,PG,2,NA,31,0,12.66,NA,15,0,NA,16,0,NA,NA,NA,FALSE,15:0_16:0,0.122472201,1bar
250A,PG 31:0_12.66 | 15:0_16:0,0.359411732,PG,2,NA,31,0,12.66,NA,15,0,NA,16,0,NA,NA,NA,FALSE,15:0_16:0,0.232343949,250bar
250B,PG 31:0_12.66 | 15:0_16:0,0.438506972,PG,2,NA,31,0,12.66,NA,15,0,NA,16,0,NA,NA,NA,FALSE,15:0_16:0,0.283475558,250bar
250C,PG 31:0_12.66 | 15:0_16:0,0.360024069,PG,2,NA,31,0,12.66,NA,15,0,NA,16,0,NA,NA,NA,FALSE,15:0_16:0,0.232739798,250bar
1B,PG 31:1_11.38 | 14:0/17:1,0.302020664,PG,2,NA,31,1,11.38,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.105206097,1bar
1C,PG 31:1_11.38 | 14:0/17:1,0.291930013,PG,2,NA,31,1,11.38,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.101691113,1bar
250A,PG 31:1_11.38 | 14:0/17:1,0.840068889,PG,2,NA,31,1,11.38,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.292630206,250bar
250B,PG 31:1_11.38 | 14:0/17:1,0.489819713,PG,2,NA,31,1,11.38,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.170624154,250bar
250C,PG 31:1_11.38 | 14:0/17:1,0.946913198,PG,2,NA,31,1,11.38,NA,14,0,NA,17,1,NA,NA,NA,TRUE,14:0/17:1,0.32984843,250bar
1B,PG 32:0_13.77 | 16:0/16:0,6.279485308,PG,2,NA,32,0,13.77,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.155263196,1bar
1C,PG 32:0_13.77 | 16:0/16:0,6.876869757,PG,2,NA,32,0,13.77,NA,16,0,NA,16,0,NA,NA,NA,TRUE,16:0/16:0,0.170033804,1bar
