Sample4_Ex340_Em440,,Sample4_Ex340_Em490,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
69.00416565,565.6876831,69.01448059,366.280426,
69.50416565,573.588501,69.51448059,362.3249512,
70.00416565,582.6832886,70.01448059,371.8187866,
70.50416565,585.0640869,70.51448059,366.9199219,
71.00416565,587.6065674,71.01448059,361.9389038,
71.50416565,598.3189087,71.51448059,357.1642151,
72.00416565,594.21521,72.01448059,357.6668701,
72.50416565,593.1469116,72.51448059,355.1500244,
73.00416565,594.4457397,73.01448059,361.1759644,
73.50416565,597.0182495,73.51448059,362.1747742,
74.00416565,596.77948,74.01448059,352.656311,
74.50416565,587.5098267,74.51448059,362.2163696,
75.00416565,584.5140381,75.01448059,366.7351379,
75.50416565,588.8652344,75.51448059,358.6864014,
76.00416565,590.8313599,76.01448059,360.1179504,
76.50416565,573.4945068,76.51448059,362.425354,
77.00416565,564.1734619,77.01448059,370.6448364,
77.50416565,561.8493042,77.51448059,357.6943665,
78.00416565,545.8458252,78.01448059,365.1804504,
78.50416565,544.8400269,78.51448059,359.6886292,
79.00416565,538.8652344,79.01448059,364.3262939,
79.50416565,534.5637817,79.51448059,361.6550293,
80.00416565,525.3776245,80.01454163,362.0397644,
80.50416565,527.5150146,80.51448059,359.3464966,
81.00416565,516.2824097,81.01448059,367.2167358,
81.50416565,514.1715698,81.51448059,360.0741882,
82.00416565,511.489624,82.01450348,359.4371338,
82.50416565,511.2532959,82.51448059,361.6490479,
83.00416565,504.714325,83.01448059,363.416626,
83.50416565,504.2294922,83.51448059,362.1528625,
84.00416565,502.1856384,84.01454163,360.1640015,
84.50416565,498.6911011,84.51448059,359.3273621,
85.00416565,500.2679749,85.01448059,361.5708008,
85.50416565,494.7994385,85.51448059,360.6557312,
86.00416565,491.9356689,86.01448059,358.7599792,
86.50416565,493.7364197,86.51454163,356.7372742,
87.00416565,484.494751,87.01448059,364.8865662,
87.50416565,484.0292664,87.51448059,364.5300598,
88.00416565,489.2697754,88.01448059,359.9458923,
88.50416565,490.7879028,88.51448059,360.3609314,
89.00416565,484.7089233,89.01448059,352.0116882,
89.50416565,497.9710388,89.51448059,357.0958252,
90.00416565,488.4481506,90.01448059,357.6865845,
90.50416565,488.4771118,90.51448059,360.3512573,
91.00416565,488.7063904,91.01448059,357.8244629,
91.50416565,488.5712585,91.51448059,360.0518799,
92.00416565,490.2427673,92.01448059,362.8956604,
92.50416565,485.410675,92.51448059,362.1051636,
93.00416565,481.3125,93.01448059,359.2698364,
93.50416565,488.4394836,93.51448059,356.1625061,
94.00416565,484.8127441,94.01448059,364.7178345,
94.50416565,484.9665222,94.51448059,360.9284058,
95.00416565,485.5684204,95.01448059,358.6933594,
95.50416565,485.9681702,95.51448059,358.5919189,
96.00416565,478.901001,96.01448059,356.7216797,
96.50416565,482.4957581,96.51448059,363.4462891,
97.00416565,484.6080627,97.01448059,355.1268921,
97.50416565,481.9081726,97.51448059,357.3341675,
98.00416565,483.9127197,98.01448059,364.7258301,
98.50416565,485.1839294,98.51448059,361.4301453,
99.00416565,484.5058289,99.01448059,361.5527649,
99.50416565,482.4747925,99.51448059,354.5763855,
100.0041656,487.1289063,100.0144806,365.8670959,
100.5041656,487.0826111,100.5144806,360.8860779,
101.0041656,489.1372986,101.0144806,360.8594055,
101.5041656,491.6113281,101.5144806,346.6135559,
102.0041656,477.7380371,102.0144806,357.3930359,
102.5041656,482.2502136,102.5144806,363.0604248,
103.0041656,470.7186279,103.0144806,358.6829529,
103.5041656,461.7077942,103.5144806,367.3474426,
104.0041656,457.6314697,104.0144806,360.5226135,
104.5041656,457.6584473,104.5144806,360.38974,
105.0041656,455.1836853,105.0144806,362.440094,
105.5041656,439.8343811,105.5144806,364.5677185,
106.0041656,440.025116,106.0144806,362.1568909,
106.5041656,435.7259521,106.5144806,362.888916,
107.0041656,435.7376404,107.0144806,362.3512878,
107.5041656,418.4892883,107.5144806,365.8326721,
108.0041656,415.3698425,108.0144806,360.7218628,
108.5041656,407.3147278,108.5144806,364.0709839,
109.0041656,395.9700623,109.0144806,359.850647,
109.5041656,393.0146179,109.5144806,363.1439209,
110.0041656,384.2824097,110.0144806,372.7421875,
110.5041656,375.1637268,110.5144806,369.2011719,
111.0041656,373.0274048,111.0144806,364.6024475,
111.5041656,369.6262817,111.5144806,368.5675049,
